"dg-description","dg-ndc","dg-strength","dg-search-code","dg-supplier-code","dg-description-generic","dg-dispensing-units","dg-dea-class","dg-pkg-size-units","dg-standard-qty","dg-lot-nbr","dg-price(1)","dg-price(2)","dg-price(3)","dg-price(4)","dg-price(5)","dg-price(6)","dg-price(7)","dg-price(8)","dg-price(9)","dg-acquis-percent-of-awp","dg-fee-schedule","dg-tax-schedule","dg-compound-code","dg-drug-type-override","dg-hot-list-code","dg-unit-dose-code","dg-exception-price-percent","dg-exception-drug-y-n","dg-exception-prorate-y-n","dg-special-price-y-n","dg-external-use-y-n","dg-generic-y-n","dg-jobber-y-n","dg-maintenance-y-n","dg-inactive-code","dg-pkg-insert-y-n","dg-price-poster-qty","dg-state-code","dg-state-generic-y-n","dg-alt-product-code","dg-alt-product-type","dg-generic-ind","dg-generic-price-ind","dg-3pty-conv-factor","dg-comments","dg-date-last-change","dg-orange-book-code-fdb","dg-days-till-expires","dg-nbr-disp-pkgs","dg-message-nbr","dg-pkg-size-dec-metric","dg-obsolete-date","dg-ndc-new","dg-ndc-prev","dg-drug-form-code","dg-location-id","dg-location-device-id","dg-monitor-refills-y-n","dg-insulin-syringe","dg-non-insulin-syringe","dg-injectable-non-insulin","dg-otc","dg-state-restricted","dg-fertility","dg-vitamin","dg-desi-drug","dg-cosmetic-indications","dg-aids-related-drug","dg-smoking-deterrent","dg-fluoride","dg-ostomy-supplies","dg-topical-contraceptive","dg-misc-diabetic-supplies","dg-needle","dg-laxative","dg-insulin","dg-hematinic","dg-antacid","dg-diagnostic","dg-antiobesity-drug","dg-oral-contraceptive","dg-anti-anexiety-agent","dg-orange-book-code","dg-generic-code-seq-nbr","dg-preferred-product-code","dg-fdb-hic3-code","dg-skip-generic-disp-y-n","dg-nbr-of-doses-in-container","dg-date-last-update","dg-new-drug-y-n","dg-date-record-added","dg-time-record-added","dg-date-last-dispensed","dg-price-date-last-update(1)","dg-price-date-last-update(2)","dg-price-date-last-update(3)","dg-price-date-last-update(4)","dg-price-date-last-update(5)","dg-price-date-last-update(6)","dg-price-date-last-update(7)","dg-price-date-last-update(8)","dg-price-date-last-update(9)","dg-maintain-inventory-y-n","dg-maintain-0-on-hand-qty","dg-qty-on-hand-desired","dg-qty-on-hand","dg-qty-on-order","dg-qty-reorder","dg-reorder-point","dg-reorder-method-code","dg-meth2-min-days-sup","dg-meth2-max-days-sup","dg-meth2-min-reorder-qty","dg-meth2-max-reorder-qty","dg-date-ordered","dg-purchase-order-nbr","dg-inv-adj-percent","dg-inv-buffer-qty","dg-adjust-reorder-point","dg-inv-months-back","dg-inv-months-forward","dg-monthly-qty(1)","dg-monthly-qty(2)","dg-monthly-qty(3)","dg-monthly-qty(4)","dg-monthly-qty(5)","dg-monthly-qty(6)","dg-monthly-qty(7)","dg-monthly-qty(8)","dg-monthly-qty(9)","dg-monthly-qty(10)","dg-monthly-qty(11)","dg-monthly-qty(12)","dg-monthly-qty(13)","dg-monthly-rxs(1)","dg-monthly-rxs(2)","dg-monthly-rxs(3)","dg-monthly-rxs(4)","dg-monthly-rxs(5)","dg-monthly-rxs(6)","dg-monthly-rxs(7)","dg-monthly-rxs(8)","dg-monthly-rxs(9)","dg-monthly-rxs(10)","dg-monthly-rxs(11)","dg-monthly-rxs(12)","dg-monthly-rxs(13)","dg-date-dg-usage-rolled","dg-lot-date-expires","dg-warehouse-drug-y-n","dg-manual-or-fdb-drug","dg-ndc-configuration-ind","dg-drug-of-choice-ndc","dg-dummy-warehouse-y-n","dg-supplier-of-drug","dg-generic-code-nbr","dg-sup1-pkg-size","dg-sup2-pkg-size","dg-supplier-code-2","dg-supplier-of-drug-2","dg-route-code","dg-fdb-dosage-form-desc","dg-ingredient-message","dg-automed-dispensed-y-n","dg-code1-product-y-n","dg-record-type"
"CLOPIDOGREL 75 MG TABLET SUN","47335089413","75",,,"CLOPIDOGREL BISULFATE","TA","06","00500",,,"00006.9516","00006.9516","00006.9516",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","Y",,"Y",,,,,"Y",,,"1","9","0001",,"04252017","AB",,,,"00500.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"038164",,"M9P",,,"05032017","N","10152016","00000429","04252017",,,,,,,,,,"Y",,,"0001948",,,,"1",,,,,,"2000000",,,,,,"000000197","000000120","000000090",,,,,,,"000000180",,"000000120","000000180","0000003","0000002","0000001",,,,,,,"0000002",,"0000002","0000004","04222017",,,,"2",,,"01","0096010",,,,,,"TA",,,,"01"
"CLOTRIMAZOLE 1% CREAM MAJ","00904782231","1",,,"CLOTRIMAZOLE","GM","07","00029",,,"00000.2858","00000.2858","00000.2858",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","Y",,"N",,,,,"Y",,,"1","9","0001",,"05042017","ZA",,,,"00028.3500",,,,"3",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"007361","01","Q5F",,,"05032017","N","11162016","00001339","05062017",,,,,,,,,,"Y",,"000087.000",,,,"0000058","1",,,,,,"2000000",,,,,,"000000029",,,"000000029",,,,,,,"000000029","000000029","000000058","0000001",,,"0000001",,,,,,,"0000001","0000001","0000001","05062017",,,,"1",,,"01","0030370",,,,,,"KA",,,,"01"
"COLCHICINE 0.6 MG CAPSULE WSW","00143301801","0.6",,,"COLCHICINE","CA","06","00100",,,"00006.1657","00006.1657","00006.1657",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","Y",,"Y",,,,,"Y",,,"1","9","0001",,"01142017","ZC",,,,"00100.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"072896","01","S2A",,,"05032017","N","10132016","00002222",,,,,,,,,,,"Y",,,,,,,"1",,,,,,"2000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,"01","0037202",,,,,,"CA",,,,"01"
"COLCRYS 0.6 MG TABLET AR","64764011901","0.6",,,"COLCHICINE","TA","06","00100",,,"00008.1336","00007.1854","00008.1336",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","N",,"Y",,,,,,,,"1","9","0001",,"11032016","AB",,,,"00100.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"008334","01","S2A",,,"05032017","N","10142016","00001516",,,,,,,,,,,"Y",,,,,,,"1",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,"00","0035674",,,,,,"TA",,,,"01"
"COMBIVENT RESPIMAT INHAL SPB-I","00597002402","20-100",,,"IPRATROPIUM/ALBUTEROL SULFATE","GM","06","00004",,,"00103.4750","00095.8100","00103.4750",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","N",,"Y","2",,,,,,,"2","9","0001",,"11032016","ZC",,,,"00004.0000",,,,"3",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"069371","01","B62",,,"05032017","N","10142016","00001517",,,,,,,,,,,"Y",,,,,,,"1",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,"00","0032395",,,,,,"GN",,,,"01"
"COUMADIN 1 MG TABLET DUP","00056016975","1",,,"WARFARIN SODIUM","TA","06","00100",,,"00002.3952","00000.7761","00002.3952",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","N",,"Y",,,,,,,,"1","9","0001",,"05042017","AB",,,,"00100.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"014198","01","M9L",,,"05032017","N","10132016","00002227","01312017",,,,,,,,,,"Y",,"000300.000","0000340",,,"0000300","1",,,,,,"2000000",,,,,,,,,,,,,,,,"000000163",,"000000160",,,,,,,,,,,"0000001",,"0000001","01312017",,,,"1",,,"01","0025792",,,,,,"TA",,,,"01"
"COUMADIN 2 MG TABLET DUP","00056017075","2",,,"WARFARIN SODIUM","TA","06","00100",,,"00002.4989","00000.8098","00002.4989",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","N",,"Y",,,,,,,,"1","9","0001",,"05042017","AB",,,,"00100.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"006561","01","M9L",,,"05032017","N","10132016","00002231","11292016",,,,,,,,,,"Y",,"000100.000","0000100",,,"0000050","1",,,,,,"2000000",,,,,,,,,,,,,,,,,,"000000015",,,,,,,,,,,,,"0000001","11292016",,,,"1",,,"01","0025791",,,,,,"TA",,,,"01"
"COUMADIN 5 MG TABLET DUP","00056017275","5",,,"WARFARIN SODIUM","TA","06","00100",,,"00002.6874","00000.8708","00002.6874",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","N",,"Y",,,,,,,,"1","9","0001",,"05042017","AB",,,,"00100.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"006562","01","M9L",,,"05032017","N","10132016","00002233","05062017",,,,,,,,,,"Y",,"000180.000","0000025",,,"0000180","1",,,,,,"2000000",,,,,,"000000025","000000116",,"000000075",,,,,,,"000000173",,"000000162","0000001","0000001",,"0000001",,,,,,,"0000003",,"0000002","05062017",,,,"1",,,"01","0025793",,,,,,"TA",,,,"01"
"CRESTOR 10 MG TABLET ZEN","00310075190","10",,,"ROSUVASTATIN CALCIUM","TA","06","00090",,,"00010.4358","00002.6250","00010.4358",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","N",,"Y","2",,,,,,,"1","9","0001",,"11032016","AB",,,,"00090.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"051784",,"M4D",,,"05032017","N","10152016","00000946",,,,,,,,,,,"Y",,,,,,,"1",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,"00","0019153",,,,,,"TA",,,,"01"
"CRESTOR 20 MG TABLET ZEN","00310075290","20",,,"ROSUVASTATIN CALCIUM","TA","06","00090",,,"00010.4358","00002.6250","00010.4358",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","N",,"Y",,,,,,,,"1","9","0001",,"11032016","AB",,,,"00090.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"051785",,"M4D",,,"05032017","N","10152016","00000445",,,,,,,,,,,"Y",,,,,,,"1",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,"00","0019154",,,,,,"TA",,,,"01"
"CRESTOR 40 MG TABLET ZEN","00310075430","40",,,"ROSUVASTATIN CALCIUM","TA","06","00030",,,"00010.4360","00002.6250","00010.4360",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","N",,"Y",,,,,,,,"1","9","0001",,"11052016","AB",,,,"00030.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"051786",,"M4D",,,"05032017","N","10152016","00000451",,,,,,,,,,,"Y",,,"0000180",,,,"1",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,"00","0019155",,,,,,"TA",,,,"01"
"CYANOCOBALAMIN 1,000 MCG/MLAPP","63323004401","1000MCG/ML",,,"CYANOCOBALAMIN (VITAMIN B-12)","ML","06","00001",,,"00008.2920","00001.5100","00008.2920",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","Y",,"Y",,,,,"Y",,,"1","9","0001",,"05042017","AP",,,,"00001.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"002329","01","C6L",,,"05032017","N","10152016","00000359",,,,,,,,,,,"Y",,"000010.000","0000025",,,"0000005","1",,,,,,"2000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,"01","0094594",,,,,,"HV",,,,"01"
"CYCLOPENTOLATE 1% EYE DROPSBAU","24208073501","1",,,"CYCLOPENTOLATE HCL","ML","06","00002",,,"00008.1650","00001.4000","00008.1650",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","Y",,"N",,,,,"Y",,,"1","9","0001",,"12132016","AT",,,,"00002.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"007875","01","Q6J",,,"05032017","N","10152016","00000404",,,,,,,,,,,"Y",,,,,,,"1",,,,,,"2000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,"01","0033031",,,,,,"SO",,,,"01"
"CYMBALTA 30 MG CAPSULE LIL","00002324030","30",,,"DULOXETINE HCL","CA","06","00030",,,"00008.7240","00007.2700","00008.7240",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","N",,"Y",,,,,,,,"1","9","0001",,"10152016","AB",,,,"00030.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"057892",,"H7C",,,"05032017","N","10152016","00000454","04152017",,,,,,,,,,"Y",,,,,,,"1",,,,,,"2000000",,,,,,,,,,,,,,,,,,"000000068",,,,,,,,,,,,,"0000001","04152017",,,,"1",,,"01","0023162",,,,,,"CE",,,,"01"
"CYMBALTA 60 MG CAPSULE LIL","00002327030","60",,,"DULOXETINE HCL","CA","06","00030",,,"00008.7240","00007.2700","00008.7240",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","N",,"Y","2",,,,,,,"1","9","0001",,"11082016","AB",,,,"00030.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"057893",,"H7C",,,"05032017","N","11082016","00002132",,,,,,,,,,,"Y",,,,,,,"1",,,,,,"2000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,"01","0023164",,,,,,"CE",,,,"01"
"D3-50 50,000 UNITS CAPSULE BIO","53191036201","50000",,,"CHOLECALCIFEROL (VITAMIN D3)","CA","07","00100",,,"00000.3000","00000.3000","00000.3000",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","Y",,"N",,,,,,,,"1","9","0001",,"11092016","ZB",,,,"00100.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"062651","01","C6D",,,"05032017","N","10142016","00000322",,,,,,,,,,,"Y",,,,,,,"1",,,,,,"2000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,"01","0098425",,,,,,"CA",,,,"01"
"DEPO-MEDROL 20 MG/ML VIAL UPJ","00009027401","20",,,"METHYLPREDNISOLONE ACETATE","ML","06","00005",,,"00006.6240","00005.1120","00006.6240",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","N",,"N","2",,,,,,,"2","9","0001",,"11092016","ZC",,,,"00005.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"006723","01","P5A",,,"05032017","N","10142016","00001519",,,,,,,,,,,"Y",,,,,,,"1",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,"01","0027001",,,,,,"HV",,,,"01"
"DEPO-MEDROL 40 MG/ML VIAL UPJ","00009028003","40",,,"METHYLPREDNISOLONE ACETATE","ML","06","00010",,,"00009.3170","00007.1890","00009.3170",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","N",,"N",,,,,,,,"1","9","0001",,,"AB",,,,"00010.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"006724","02","P5A",,,"05032017","N","11052016","00001053","11052016",,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,"000000010",,,,,,,,,,,,,"0000001","11052016",,,,"1",,,"00","0027003",,,,,,"HV",,,,"01"
"DEPO-MEDROL 40 MG/ML VIAL UPJ","00009307301","40",,,"METHYLPREDNISOLONE ACETATE","ML","06","00001",,,"00010.7300","00008.2800","00010.7300",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","N",,"N",,,,,,,,"1","9","0001",,"05042017","AB",,,,"00001.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"006724","01","P5A",,,"05032017","N","10142016","00000207","04012017",,,,,,,,,,"Y",,"000007.000","0000007",,,"0000007","1",,,,,,"5900000",,,,,,"000000001",,,,,,,,,,,"000000001","000000001","0000001",,,,,,,,,,,"0000001","0000001","04012017",,,,"1",,,"01","0027003",,,,,,"HV",,,,"01"
"DEPO-MEDROL 40 MG/ML VIAL UPJ","00009307323","40",,,"METHYLPREDNISOLONE ACETATE","ML","06","00001",,,"00010.7280","00008.2800","00010.7280",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","N",,"N","2",,,,,,,"1","9","0001",,"11032016","AB",,,,"00001.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"006724",,"P5A",,,"05032017","N","10142016","00001520",,,,,,,,,,,"Y",,,,,,,"1",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,"00","0027003",,,,,,"HV",,,,"01"
"DEPO-MEDROL 80 MG/ML VIAL UPJ","00009347501","80",,,"METHYLPREDNISOLONE ACETATE","ML","06","00001",,,"00018.6200","00014.3700","00018.6200",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","N",,"N",,,,,,,,"1","9","0001",,"11042016","AB",,,,"00001.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"006725","01","P5A",,,"05032017","N","10142016","00000208",,,,,,,,,,,"Y",,,,,,,"1",,,,,,"2000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,"01","0027006",,,,,,"HV",,,,"01"
"DEPO-MEDROL 80 MG/ML VIAL UPJ","00009347522","80",,,"METHYLPREDNISOLONE ACETATE","ML","06","00001",,,"00018.6200","00014.3700","00018.6200",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","N",,"N","2",,,,,,,"1","9","0001",,"11032016","AB",,,,"00001.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"006725",,"P5A",,,"05032017","N","10142016","00001521",,,,,,,,,,,"Y",,,,,,,"1",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,"00","0027006",,,,,,"HV",,,,"01"
"DEPO-PROVERA 150 MG/ML SYRIUPJ","00009737611","150",,,"MEDROXYPROGESTERONE ACETATE","ML","06","00001",,,"00200.1600","00152.4100","00200.1600",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","N",,"Y","2",,,,,,,"1","9","0001",,"11092016","AB",,,,"00001.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"026098","01","G8C",,,"05032017","N","10142016","00001523",,,,,,,,,,,"Y",,,,,,,"1",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,"01","0011254",,,,,,"HQ",,,,"01"
"DEPO-PROVERA 150 MG/ML VIALUPJ","00009074630","150",,,"MEDROXYPROGESTERONE ACETATE","ML","06","00001",,,"00209.1800","00159.2800","00209.1800",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","N",,"Y",,,,,,,,"1","9","0001",,"01072017","AB",,,,"00001.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"017584",,"G8C",,,"05032017","N","10142016","00001522","02112017",,,,,,,,,,"Y",,,,,,,"1",,,,,,"2000000",,,,,,,,,,,,,,,"000000001","000000002",,"000000001",,,,,,,,,,"0000001","0000002",,"0000001","02112017",,,,"1",,,"01","0011251",,,,,,"HV",,,,"01"
"DEPO-SUBQ PROVERA 104 SYRINUPJ","00009470913","104MG/0.65",,,"MEDROXYPROGESTERONE ACETATE","ML","06","00001",,,"00233.9000","00178.1100","00233.9000",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","N",,"Y","2",,,,,,,"2","9","0001",,"11042016","ZC",,,,"00000.6500",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"058938","01","G8C",,,"05032017","N","10142016","00001518",,,,,,,,,,,"Y",,,,,,,"1",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,"00","0024471",,,,,,"HQ",,,,"01"
"DEX4 GLUCOSE 4 GM TABLET CHCAN","38396052163","4",,,"DEXTROSE","TA","07","00010",,,"00000.2190","00000.2190","00000.2190",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","N",,"N",,,,,,,,"1","9","0001",,"05042017","ZB",,,,"00010.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"047400","01","M4G",,,"05032017","N","10152016","00001424","02112017",,,,,,,,,,"Y",,"000100.000","0000240",,,"0000027","1",,,,,,"4500000",,,,,,,,,,,,,,,,,"000000030","000000010",,,,,,,,,,,,"0000002","0000001","02112017",,,,"4",,,"01","0012426",,,,,,"TC",,,,"01"
"DEXAMETHASONE 0.5 MG TABLETROX","00054417925","0.5",,,"DEXAMETHASONE","TA","06","00100",,,"00000.2076","00000.2076","00000.2076",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","Y",,"N",,,,,"Y",,,"1","9","0001",,"05042017","BP",,,,"00100.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"006784","01","P5A",,,"05032017","N","10132016","00002237",,,,,,,,,,,"Y",,"000100.000","0000098",,,"0000050","1",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,"01","0027422",,,,,,"TA",,,,"01"
"DEXTROSE 50%-WATER VIAL HOS","00409664802","50",,,"DEXTROSE 50 % IN WATER","ML","06","00050",,,"00000.0593","00000.0520","00000.0593",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","Y",,"N",,,,,"Y",,,"2","9","0001",,"05042017","AP",,,,"00050.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"001990","01","C5J",,,"05032017","N","10152016","00000359",,,,,,,,,,,"Y",,"000100.000","0001200",,,"0000100","1",,,,,,"2000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,"01","0006780",,,,,,"HV",,,,"01"
"DICLOFENAC POT 50 MG TABLETSAN","00781501701","50",,,"DICLOFENAC POTASSIUM","TA","06","00100",,,"00001.5519","00001.5519","00001.5519",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","Y",,"N",,,,,"Y",,,"1","9","0001",,"01032017","AB",,,,"00100.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"021380","01","S2B",,,"05032017","N","10152016","00000429",,,,,,,,,,,"Y",,,,,,,"1",,,,,,"2000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,"01","0013960",,,,,,"TA",,,,"01"
"DICLOFENAC SOD DR 50 MG TABCAR","61442010201","50",,,"DICLOFENAC SODIUM","TA","06","00100",,,"00001.0093","00001.0093","00001.0093",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","Y",,"N",,,,,"Y",,,"1","9","0001",,"01032017","AB",,,,"00100.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"008373","01","S2B",,,"05032017","N","10152016","00000429",,,,,,,,,,,"Y",,,,,,,"1",,,,,,"2000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,"01","0035851",,,,,,"TE",,,,"01"
"DILTIAZEM 120 MG TABLET TEV","00093032101","120",,,"DILTIAZEM HCL","TA","06","00100",,,"00002.8844","00002.8844","00002.8844",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","Y",,"Y",,,,,"Y",,,"1","9","0001",,"05042017","AB",,,,"00100.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"000573","01","A9A",,,"05032017","N","10152016","00000429","04182017",,,,,,,,,,"Y",,"000500.000","0000500",,"0000500","0000228","1",,,,,,"2000000",,,,,,,,"000000060",,,,,,,,,"000000180","000000101",,,"0000001",,,,,,,,,"0000001","0000001","04182017",,,,"1",,,"01","0002363",,,,,,"TA",,,,"01"
"DILTIAZEM HCL ER 120 MG CAPOCE","68682036790","120",,,"DILTIAZEM HCL","CA","06","00090",,,"00000.7464","00000.7464","00000.7464",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","Y",,"Y",,,,,"Y",,,"1","9","0001",,"11052016","AB4",,,,"00090.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"024536","01","A9A",,,"05032017","N","10132016","00002239","04182017",,,,,,,,,,"Y",,,"0000071",,,,"1",,,,,,"2000000",,,,,,,,,,,,,,,,"000000090",,"000000019",,,,,,,,,,,"0000001",,"0000001","04182017",,,,"2",,,"01","0002330",,,,,,"CS",,,,"01"
"DILTIAZEM HCL ER 300 MG CAPINW","00258369090","300",,,"DILTIAZEM HCL","CA","06","00090",,,"00002.3002","00002.3002","00002.3002",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","Y",,"Y",,,,,"Y",,,"1","9","0001",,"11052016","AB4",,,,"00090.0000","09112014",,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"024539","01","A9A",,,"05032017","N","10152016","00000430",,,,,,,,,,,"Y",,,,,,,"1",,,,,,"2000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,"01","0002333",,,,,,"CS",,,,"01"
"DIPYRIDAMOLE 25 MG TABLET RIS","64980013301","25",,,"DIPYRIDAMOLE","TA","06","00100",,,"00001.0605","00000.5840","00001.0605",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","Y",,"Y",,,,,"Y",,,"1","9","0001",,"01032017","AB",,,,"00100.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"041698","01","M9P",,,"05032017","N","10152016","00000429",,,,,,,,,,,"Y",,,,,,,"1",,,,,,"2000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,"01","0053141",,,,,,"TA",,,,"01"
