RXCUI,Ingredient,Strength,Treats,Order Limit (avg),Pills per Clinic (by charge),Item Description,NDC,Order Date,Items per Package,Number of Packages,Total Items in Order,Price per Unit,Price per Package,Total Order Cost
891522,Ascorbic Acid,100 MG / 0.15 MG / 5 MG (expressed as Calcium Pantothenate) / 1 MG / 20 MG / 10 MG / 1.7 MG / 1.5 MG (expressed as Thiamine Mononitrate) / 0.006 MG,"['Beriberi', 'Metabolic Diseases', 'Pellagra', 'Thiamine Deficiency', 'Wernicke Encephalopathy', 'Alcoholic Neuropathy', 'Anemia, Pernicious', 'Diabetic Neuropathies', 'Multiple Sclerosis', 'Vitamin B 12 Deficiency', 'Alcoholic Neuropathy', 'Common Cold', 'Methemoglobinemia', 'Scurvy', 'Wounds, Penetrating', 'Tyrosinemias', 'Metabolism, Inborn Errors', 'Vitamin B Deficiency', 'Hypocalcemia', 'Osteoporosis', 'Osteoporosis, Postmenopausal', 'Anemia, Macrocytic', 'Anemia, Megaloblastic', 'Folic Acid Deficiency', 'Drug Toxicity', 'Seizures', 'Hyperlipidemias', 'Pellagra', 'Peripheral Vascular Diseases', 'Riboflavin Deficiency']",1,-1,RENO CAPS SFTGL NNOD 100@,63044062201,2016-07-29,100,1,100,$0.155,$15.49,$15.48
310687,Hydrocortisone,10 MG/ML / 3.5 MG/ML / 10000 UNT/ML,"['Adrenal Insufficiency', 'Adrenal Hyperplasia, Congenital', 'Colitis, Ulcerative', 'Facial Dermatoses', 'Foot Dermatoses', 'Hand Dermatoses', 'Hemorrhoids', 'Inflammation', 'Leg Dermatoses', 'Pruritus Ani', 'Rheumatic Diseases', 'Scalp Dermatoses', 'Shock', 'Status Asthmaticus', 'Skin Diseases, Eczematous', 'Escherichia coli Infections', 'Hepatic Encephalopathy', 'Skin Diseases, Bacterial', 'Urinary Bladder Diseases', 'Enterobacteriaceae Infections', 'Escherichia coli Infections', 'Gastrointestinal Diseases', 'Haemophilus Infections', 'Klebsiella Infections', 'Otitis Externa', 'Pseudomonas Infections', 'Skin Diseases', 'Wounds and Injuries', 'Eye Infections, Bacterial', 'Meningitis, Bacterial', 'Soft Tissue Infections']",0,-1,NEOMY+POLY B+HYD O/S FAL 10ML@,61314064511,2016-05-06,10,2,20,$2.146,$21.46,$42.92
310410,Folic Acid,1 MG,"['Anemia, Macrocytic', 'Anemia, Megaloblastic', 'Folic Acid Deficiency']",11,-1,FOLIC ACID TB 1MG Q/P 1000@,00603316232,2016-05-31,1000,1,1000,$0.012,$11.85,$11.85
762001,Desogestrel,,"['Acne Vulgaris', 'Endometriosis', 'Menstruation Disturbances', 'Breast Neoplasms', 'Hypogonadism', 'Menopause, Premature', 'Menorrhagia', 'Ovarian Diseases', 'Prostatic Neoplasms', 'Primary Ovarian Insufficiency', 'Hot Flashes']",3,-1,KARIVA TAB BARR 6X28@,00555905058,2016-05-17,168,2,336,$0.911,$153.13,$306.26
197698,Fluconazole,100 MG,"['Blastomycosis', 'Candidiasis', 'Candidiasis, Chronic Mucocutaneous', 'Candidiasis, Oral', 'Candidiasis, Vulvovaginal', 'Coccidioidomycosis', 'Cryptococcosis', 'Histoplasmosis', 'Mycoses', 'Fungemia', 'Meningitis, Cryptococcal', 'AIDS-Related Opportunistic Infections']",1,-1,FLUCONAZOLE TB 100MG HARR 30@,67405060203,2016-05-13,30,4,120,$0.583,$17.50,$70.00
686924,carvedilol,3.125 MG,"['Angina Pectoris', 'Heart Failure', 'Hypertension', 'Myocardial Infarction']",17,-1,CARVEDILOL TB 3.125MG GLEN 500,68462016205,2016-05-06,500,3,1500,$0.021,$10.28,$30.84
966171,Thyroxine,0.075 MG (expressed as Levothyroxine Sodium),"['Goiter', 'Hypothyroidism', 'Myxedema', 'Thyroid Neoplasms', 'Thyroiditis, Autoimmune', 'Thyrotoxicosis']",23,-1,SYNTHROID TAB 0.075MG 1000,00074518219,2016-08-02,1000,1,1000,$0.141,$140.83,$140.83
966171,Thyroxine,0.075 MG (expressed as Levothyroxine Sodium),"['Goiter', 'Hypothyroidism', 'Myxedema', 'Thyroid Neoplasms', 'Thyroiditis, Autoimmune', 'Thyrotoxicosis']",23,58.333333333333336,SYNTHROID TAB 0.075MG 1000,00074518219,2016-06-03,1000,1,1000,$0.141,$140.83,$140.83
1743781,Methylprednisolone,40 MG/ML (expressed as methylprednisolone acetate),"['Autoimmune Diseases', 'Graft vs Host Disease', 'Hematologic Diseases', 'Hypersensitivity', 'Immune System Diseases', 'Inflammation', 'Neoplasms', 'Neurologic Manifestations', 'Respiratory Distress Syndrome, Adult']",0,-1,DEPO-MEDROL VIAL 40MG 1ML,00009307301,2016-06-07,1,3,3,$4.3,$4.30,$12.90
212033,Aspirin,325 MG,"['Arthritis, Rheumatoid', 'Fever', 'Gout', 'Inflammation', 'Osteoarthritis', 'Pain', 'Rheumatic Fever']",11,-1,SM ASPIRIN TAB 325MG 500,49348000114,2016-06-07,500,2,1000,$0.009,$4.41,$8.82
310488,Glipizide,10 MG,"['Diabetes Mellitus, Type 2']",5,-1,GLIPIZIDE TAB 10MG ACCO 500,16729014016,2016-06-10,500,1,500,$0.04,$19.79,$19.79
856834,Amitriptyline,25 MG (expressed as Amitriptyline Hydrochloride),"['Depressive Disorder', 'Pain']",6,-1,AMITRIP TB 25MG UD UDL 100@,51079010720,2016-06-14,100,6,600,$0.176,$17.60,$105.60
670031,Potassium Chloride,10 MEQ,['Hypokalemia'],23,-1,K-TAB 10MEQ 750MG 1000,00074780419,2016-06-21,1000,2,2000,$0.187,$187.00,$374.00
856457,Propranolol,20 MG (expressed as Propranolol Hydrochloride),"['Angina Pectoris', 'Anxiety Disorders', 'Esophageal and Gastric Varices', 'Heart Failure', 'Hypertension', 'Hypertension, Portal', 'Myocardial Infarction', 'Pheochromocytoma', 'Tachycardia, Supraventricular', 'Ventricular Fibrillation', 'Panic Disorder', 'Tachycardia, Ventricular', 'Essential Tremor']",16,-1,PROPRAN TAB 20MG MYLN 100@,00378018301,2016-09-09,100,5,500,$0.146,$14.63,$73.15
856457,Propranolol,20 MG (expressed as Propranolol Hydrochloride),"['Angina Pectoris', 'Anxiety Disorders', 'Esophageal and Gastric Varices', 'Heart Failure', 'Hypertension', 'Hypertension, Portal', 'Myocardial Infarction', 'Pheochromocytoma', 'Tachycardia, Supraventricular', 'Ventricular Fibrillation', 'Panic Disorder', 'Tachycardia, Ventricular', 'Essential Tremor']",16,31.25,PROPRAN TAB 20MG MYLN 100@,00378018301,2016-07-15,100,5,500,$0.129,$12.92,$64.60
856457,Propranolol,20 MG (expressed as Propranolol Hydrochloride),"['Angina Pectoris', 'Anxiety Disorders', 'Esophageal and Gastric Varices', 'Heart Failure', 'Hypertension', 'Hypertension, Portal', 'Myocardial Infarction', 'Pheochromocytoma', 'Tachycardia, Supraventricular', 'Ventricular Fibrillation', 'Panic Disorder', 'Tachycardia, Ventricular', 'Essential Tremor']",16,58.333333333333336,PROPRAN TAB 20MG MYLN 100@,00378018301,2016-06-21,100,4,400,$0.129,$12.92,$51.68
1725079,Bupivacaine,2.5 MG/ML (expressed as Bupivacaine Hydrochloride),['Pain'],0,-1,MARCAINE VIAL 0.25% 10ML 10,00409155910,2016-06-24,10,1,10,$2.627,$26.27,$26.27
198211,Simvastatin,40 MG,"['Arteriosclerosis', 'Coronary Artery Disease', 'Hypercholesterolemia', 'Hyperlipidemias', 'Hyperlipoproteinemias', 'Hypertriglyceridemia']",0,-1,SIMVASTAT TAB 40MG 1000 NSTAR@,16714068403,2016-07-08,1,2,2,$46.56,$46.56,$93.12
1658102,"Hepatitis A Vaccine, Inactivated",50 UNT/ML,[],0,-1,VAQTA ADLT VL 50U/1ML 1DOSE,00006484100,2016-07-08,1,2,2,$53.88,$53.88,$107.76
966158,Thyroxine,0.025 MG (expressed as Levothyroxine Sodium),"['Goiter', 'Hypothyroidism', 'Myxedema', 'Thyroid Neoplasms', 'Thyroiditis, Autoimmune', 'Thyrotoxicosis']",34,-1,SYNTHROID TAB 0.025MG 1000,00074434119,2016-08-26,1000,2,2000,$0.114,$114.43,$228.86
966158,Thyroxine,0.025 MG (expressed as Levothyroxine Sodium),"['Goiter', 'Hypothyroidism', 'Myxedema', 'Thyroid Neoplasms', 'Thyroiditis, Autoimmune', 'Thyrotoxicosis']",34,71.42857142857143,SYNTHROID TAB 0.025MG 1000,00074434119,2016-07-08,1000,1,1000,$0.112,$111.55,$111.55
905283,Trihexyphenidyl,5 MG (expressed as Trihexyphenidyl Hydrochloride),"['Abnormalities, Drug-Induced', 'Movement Disorders', 'Parkinson Disease']",6,-1,TRIHEXPH TAB 5MG WAT 100@,00591533701,2016-07-12,100,6,600,$0.085,$8.53,$51.18
797544,Isopropyl Alcohol,0.7 ML/ML,[],5,-1,SM ALCOHOL PREP STRL PADS 100,49348089610,2016-07-12,100,5,500,$0.013,$1.32,$6.60
197379,Atenolol,100 MG,"['Angina Pectoris', 'Atrial Fibrillation', 'Atrial Flutter', 'Heart Failure', 'Hypertension', 'Myocardial Infarction', 'Tachycardia, Supraventricular', 'Ventricular Fibrillation', 'Tachycardia, Ventricular']",5,-1,ATENOL TAB 100MG TEV 500,00093075305,2016-07-12,500,1,500,$0.029,$14.44,$14.44
1367410,Ergocalciferol,50000 UNT,"['Hypoparathyroidism', 'Rickets', 'Hypophosphatemia']",1,-1,VIT D ERGOCAL CAP1.25MGCAR100@,57664013688,2016-07-12,100,1,100,$0.183,$18.29,$18.29
993687,Bupropion,100 MG (expressed as Bupropion Hydrochloride),"['Attention Deficit Disorder with Hyperactivity', 'Depressive Disorder', 'Tobacco Use Disorder']",2,-1,BUPROPION HCI TB 100MG APX100@,60505015701,2016-07-12,100,2,200,$0.151,$15.11,$30.22
863669,tamsulosin,0.4 MG (expressed as Tamsulosin hydrochloride),['Prostatic Hyperplasia'],12,-1,TAMSULOS CAP 0.4MG ACTA 100@,00228299611,2016-09-30,100,5,500,$0.194,$19.35,$96.75
863669,tamsulosin,0.4 MG (expressed as Tamsulosin hydrochloride),['Prostatic Hyperplasia'],12,25.0,TAMSULOS CAP 0.4MG SAN 100@,00781207601,2016-08-19,100,3,300,$0.216,$21.65,$64.95
863669,tamsulosin,0.4 MG (expressed as Tamsulosin hydrochloride),['Prostatic Hyperplasia'],12,13.125,TAMSULOS CAP 0.4MG SAN 100@,00781207601,2016-05-31,100,3,300,$0.196,$19.59,$58.77
199888,topiramate,25 MG,"['Bipolar Disorder', 'Epilepsies, Partial', 'Epilepsy, Tonic-Clonic', 'Pain', 'Spasms, Infantile']",5,-1,TOPIRAM TAB 25MG CARA 500@,47335070713,2016-09-13,500,1,500,$0.028,$14.06,$14.06
198039,Nitroglycerin,0.4 MG,"['Angina Pectoris', 'Eclampsia', 'Fissure in Ano', 'Heart Failure', 'Hypertension', 'Hypertension, Pulmonary', 'Intraoperative Complications', 'Myocardial Infarction', 'Esophageal Spasm, Diffuse', 'Myocardial Ischemia']",2,-1,NITROGLYC SL TAB .4MG DR/R100@,43598043601,2016-09-09,100,2,200,$0.256,$25.57,$51.14
309332,Clindamycin,0.01 MG/MG,"['Acne Vulgaris', 'Actinomycetales Infections', 'Bacteroides Infections', 'Pneumonia, Pneumocystis', 'Staphylococcal Infections', 'Streptococcal Infections', 'Toxoplasmosis', 'Vaginosis, Bacterial']",1,-1,CLINDAMY GEL USP 1% FOUG 30GM@,00168020230,2016-07-29,30,3,90,$1.677,$50.32,$150.96
309309,Ciprofloxacin,500 MG,"['Anthrax', 'Bacterial Infections', 'Bacteroides Infections', 'Bone Diseases, Infectious', 'Campylobacter Infections', 'Conjunctivitis, Bacterial', 'Cystitis', 'Dysentery', 'Enterobacteriaceae Infections', 'Escherichia coli Infections', 'Fever', 'Gonorrhea', 'Haemophilus Infections', 'Klebsiella Infections', 'Neutropenia', 'Osteomyelitis', 'Prostatitis', 'Proteus Infections', 'Pseudomonas Infections', 'Respiratory Tract Infections', 'Salmonella Infections', 'Sinusitis', 'Staphylococcal Infections', 'Typhoid Fever', 'Urinary Tract Infections', 'Eye Infections, Bacterial', 'Gram-Negative Bacterial Infections', 'Skin Diseases, Bacterial']",0,-1,CIPROFLOX TAB 500MG 100 NSTAR@,16714065202,2016-08-02,1,3,3,$13.29,$13.29,$39.87
1311535,norgestimate,,"['Amenorrhea', 'Infertility, Female', 'Uterine Hemorrhage', 'Breast Neoplasms', 'Hypogonadism', 'Menopause, Premature', 'Menorrhagia', 'Ovarian Diseases', 'Prostatic Neoplasms', 'Primary Ovarian Insufficiency', 'Hot Flashes']",3,-1,TRI-LN TB.18MG/.035MG6X28NSTR@,16714036304,2016-08-02,168,2,336,$0.213,$35.82,$71.64
753543,Desogestrel,,"['Acne Vulgaris', 'Endometriosis', 'Menstruation Disturbances', 'Breast Neoplasms', 'Hypogonadism', 'Menopause, Premature', 'Menorrhagia', 'Ovarian Diseases', 'Prostatic Neoplasms', 'Primary Ovarian Insufficiency', 'Hot Flashes']",3,-1,RECLIP TB 0.15/0.03MG WAT6X28@,52544095428,2016-08-02,168,2,336,$0.453,$76.18,$152.36
198035,Nifedipine,60 MG,"['Angina Pectoris', 'Angina Pectoris, Variant', 'Hypertension']",2,-1,NIFEDIP ER TB 60MG UD UDL 100@,51079089620,2016-08-05,100,2,200,$0.429,$42.92,$85.84
966250,Thyroxine,0.1 MG (expressed as Levothyroxine Sodium),"['Goiter', 'Hypothyroidism', 'Myxedema', 'Thyroid Neoplasms', 'Thyroiditis, Autoimmune', 'Thyrotoxicosis']",5,-1,SYNTHROID TAB 0.1MG 90,00074662490,2016-08-23,90,5,450,$0.141,$12.73,$63.65
966250,Thyroxine,0.1 MG (expressed as Levothyroxine Sodium),"['Goiter', 'Hypothyroidism', 'Myxedema', 'Thyroid Neoplasms', 'Thyroiditis, Autoimmune', 'Thyrotoxicosis']",5,-1,SYNTHROID TAB 0.1MG 90,00074662490,2016-08-23,90,-5,-450,$0.0,$0.00,($64.70)
966250,Thyroxine,0.1 MG (expressed as Levothyroxine Sodium),"['Goiter', 'Hypothyroidism', 'Myxedema', 'Thyroid Neoplasms', 'Thyroiditis, Autoimmune', 'Thyrotoxicosis']",5,87.5,SYNTHROID TAB 0.1MG 90,00074662490,2016-08-05,90,5,450,$0.144,$12.94,$64.70
1052951,Petrolatum,,[],0,-1,AQUAPHOR ORIGINAL OINT 14OZ,,2016-08-09,14,2,28,$0.711,$9.95,$19.90
197362,Lactate,120 MG/ML (expressed as ammonium lactate),"['Keratosis', 'Ichthyosis Vulgaris']",5,-1,AMMON LACT LOT 12% MMP 225GM@,00904598426,2016-08-09,225,2,450,$0.013,$2.86,$5.72
861200,brimonidine,2 MG/ML (expressed as Brimonidine tartrate),"['Glaucoma, Open-Angle', 'Ocular Hypertension']",0,-1,BRIMONID OPH SOL 0.2% B&L 5ML@,24208041105,2016-08-09,5,4,20,$0.436,$2.18,$8.72
312617,Prednisone,5 MG,"['Adrenal Insufficiency', 'Autoimmune Diseases', 'Collagen Diseases', 'Eye Diseases', 'Gastrointestinal Diseases', 'Graft vs Host Disease', 'Hematologic Diseases', 'Hypercalcemia', 'Hypersensitivity', 'Inflammation', 'Neoplasms', 'Respiratory Tract Diseases', 'Rheumatic Diseases', 'Skin Diseases']",23,-1,PREDNISON TAB 5MG CAD 1000@,59746017210,2016-08-12,1000,2,2000,$0.119,$119.20,$238.40
859747,rosuvastatin,10 MG (expressed as Rosuvastatin calcium),[],10,-1,ROSUVASTAT CALC TB 10MG APX90@,60505450309,2016-08-12,90,10,900,$0.33,$29.70,$297.00
312938,Sertraline,100 MG,"['Anxiety Disorders', 'Feeding and Eating Disorders', 'Depressive Disorder', 'Obsessive-Compulsive Disorder', 'Stress Disorders, Post-Traumatic', 'Panic Disorder']",5,-1,SERTRALIN TAB 100MG CIP 500@,31722021405,2016-08-16,500,1,500,$0.049,$24.38,$24.38
861434,Clobetasol,0.0005 MG/MG (expressed as Clobetasol Propionate),"['Dermatitis', 'Facial Dermatoses', 'Foot Dermatoses', 'Hand Dermatoses', 'Inflammation', 'Leg Dermatoses', 'Scalp Dermatoses']",0,-1,CLOBETAS PR GL 0.05% PERR15GM@,45802092514,2016-08-16,15,5,75,$0.376,$5.64,$28.20
859419,rosuvastatin,40 MG (expressed as Rosuvastatin calcium),[],3,-1,ROSUVASTAT CALC TB 40MG APX30@,60505450503,2016-08-16,30,10,300,$0.327,$9.81,$98.10
617312,atorvastatin,10 MG,"['Arteriosclerosis', 'Coronary Artery Disease', 'Hypercholesterolemia', 'Hyperlipidemias', 'Hyperlipoproteinemias', 'Hypertriglyceridemia']",23,-1,ATORVAS FCT 10MG APX 1000@,60505257808,2016-08-19,1000,2,2000,$0.095,$95.38,$190.76
197518,Clindamycin,150 MG,"['Acne Vulgaris', 'Actinomycetales Infections', 'Bacteroides Infections', 'Pneumonia, Pneumocystis', 'Staphylococcal Infections', 'Streptococcal Infections', 'Toxoplasmosis', 'Vaginosis, Bacterial']",2,-1,CLINDAMY CAP 150MG WAT 100@,00591570801,2016-08-19,100,2,200,$0.087,$8.74,$17.48
876214,POLYETHYLENE GLYCOL 3350,142 MG/ML,[],59,-1,GAVILAX PEG-3350 PWD 510GM,43386031214,2016-08-23,510,10,5100,$0.015,$7.47,$74.70
995632,Meclizine,25 MG (expressed as Meclizine Hydrochloride),"['Motion Sickness', 'Vertigo']",11,-1,MECLIZ HCL CHW TB25MG MMP1000@,00536101810,2016-08-23,1000,1,1000,$0.024,$24.16,$24.16
311486,meloxicam,7.5 MG,['Osteoarthritis'],11,-1,MELOXICAM TAB 7.5MG CARL 1000@,61442012610,2016-08-23,1000,1,1000,$0.012,$12.00,$12.00
198741,Magnesium Oxide,400 MG,"['Dyspepsia', 'Magnesium Deficiency']",4,-1,MAGNES OXID TB 400MG WAT 120,00536352141,2016-08-26,120,3,360,$0.022,$2.67,$8.01
198223,Spironolactone,50 MG,"['Ascites', 'Edema', 'Heart Failure', 'Hirsutism', 'Hyperaldosteronism', 'Hypertension', 'Hypokalemia']",17,-1,SPIRONOL TAB 50MG AMN 500@,53746051405,2016-08-30,500,1,500,$0.168,$84.15,$84.15
198223,Spironolactone,50 MG,"['Ascites', 'Edema', 'Heart Failure', 'Hirsutism', 'Hyperaldosteronism', 'Hypertension', 'Hypokalemia']",17,875.0,SPIRONOL TAB 50MG AMN 500@,53746051405,2016-08-26,500,2,1000,$0.168,$84.15,$168.30
311288,Levetiracetam,250 MG,"['Epilepsies, Partial']",2,-1,LEVETIRAC TAB 250MG120NSTAR@,16714035401,2016-08-30,120,2,240,$0.058,$6.99,$13.98
688242,"Estrogens, Conjugated (USP)",0.625 MG/ML,"['Breast Neoplasms', 'Hypogonadism', 'Menopause, Premature', 'Menorrhagia', 'Ovarian Diseases', 'Prostatic Neoplasms', 'Primary Ovarian Insufficiency', 'Hot Flashes']",0,-1,PREMARIN VAG CRM 0.625MG 30GM,00046087221,2016-09-09,30,1,30,$9.837,$295.10,$295.10
310385,Fluoxetine,20 MG,"['Bulimia', 'Depressive Disorder', 'Obsessive-Compulsive Disorder', 'Panic Disorder']",4,-1,FLUOXET CAP 20MG AURO 100@,65862019301,2016-09-13,100,4,400,$0.023,$2.30,$9.20
1648759,Nitrofurantoin,"100 MG (expressed as NITROFURANTOIN, MACROCRYSTALS)","['Urinary Tract Infections', 'Gram-Negative Bacterial Infections', 'Gram-Positive Bacterial Infections']",1,-1,NITROFURAN CP MAC 1CMG ALV100@,47781030801,2016-09-13,100,1,100,$0.99,$99.01,$99.01
801663,Cholecalciferol,2000 UNT,"['Cardiovascular Diseases', 'Crohn Disease', 'Kidney Failure, Chronic', 'Lung Neoplasms', 'Neoplasms', 'Osteoporosis', 'Psoriasis', 'Skin Diseases', 'Skin Neoplasms']",2,-1,VIT D TAB 2000IU MMP 100,00904615760,2016-09-15,100,2,200,$0.02,$2.05,$4.10
1797892,fluticasone,0.0275 MG/ACTUAT (expressed as fluticasone furoate),"['Rhinitis, Allergic, Perennial']",6,-1,VERAMYST MDI 27.5MCG 120DOSE,00173075300,2016-09-15,120,5,600,$1.455,$174.62,$873.10
197320,Allopurinol,300 MG,['Gout'],0,-1,ALLOPURINOL TB 300MG 100 NSTR@,16714004210,2016-09-20,1,2,2,$45.89,$45.89,$91.78
199885,Levofloxacin,500 MG,"['Bronchitis', 'Chlamydia Infections', 'Escherichia coli Infections', 'Haemophilus Infections', 'Klebsiella Infections', ""Legionnaires' Disease"", 'Mycoplasma Infections', 'Proteus Infections', 'Pseudomonas Infections', 'Pyelonephritis', 'Respiratory Tract Infections', 'Salmonella Infections', 'Sinusitis', 'Staphylococcal Infections', 'Streptococcal Infections', 'Tuberculosis, Pulmonary', 'Urinary Tract Infections', 'Maxillary Sinusitis', 'Eye Infections, Bacterial', 'Gram-Negative Bacterial Infections', 'Skin Diseases, Bacterial', 'Pneumonia, Bacterial', 'Soft Tissue Infections']",2,-1,LEVOFLOX TAB 500MG UD MMP 100@,00904635261,2016-09-13,100,2,200,$0.196,$19.57,$39.14
311681,Metronidazole,500 MG,"['Abscess', 'Amebiasis', 'Bacteroides Infections', 'Clostridium Infections', 'Enterocolitis, Pseudomembranous', 'Giardiasis', 'Postoperative Complications', 'Rosacea', 'Surgical Wound Infection', 'Trichomonas Vaginitis', 'Helicobacter Infections', 'Vaginosis, Bacterial']",1,-1,METRONID TAB 500MG PLIV 100@,50111033401,2016-09-09,100,1,100,$0.385,$38.47,$38.47
199362,Cholecalciferol,1000 UNT,"['Cardiovascular Diseases', 'Crohn Disease', 'Kidney Failure, Chronic', 'Lung Neoplasms', 'Neoplasms', 'Osteoporosis', 'Psoriasis', 'Skin Diseases', 'Skin Neoplasms']",3,-1,VIT D TAB 1000IU WAT 100,00536333401,2016-09-15,100,3,300,$0.011,$1.13,$3.39
856783,Amitriptyline,10 MG (expressed as Amitriptyline Hydrochloride),"['Depressive Disorder', 'Pain']",11,-1,AMITRIP TAB 10MG SAN 1000@,00781148610,2016-09-13,1000,1,1000,$0.108,$107.92,$107.92
312136,oxcarbazepine,150 MG,"['Epilepsies, Partial']",5,-1,OXCARBAZEPINE TB150MGBRECK500@,51991029205,2016-09-09,500,1,500,$0.135,$67.57,$67.57
313222,terbinafine,250 MG,"['Candidiasis, Chronic Mucocutaneous', 'Dermatomycoses', 'Mycoses', 'Tinea', 'Tinea Capitis', 'Tinea Pedis', 'Onychomycosis', 'Tinea Versicolor']",0,-1,TERBINAF TAB 250MG 100 NSTAR@,16714050102,2016-09-20,1,1,1,$9.21,$9.21,$9.21
105585,Methotrexate,2.5 MG,"['Arthritis, Juvenile', 'Arthritis, Rheumatoid', 'Breast Neoplasms', 'Esophageal Neoplasms', 'Head and Neck Neoplasms', 'Leukemia', 'Lung Neoplasms', 'Lymphoma', 'Mycosis Fungoides', 'Psoriasis', 'Sarcoma', 'Osteosarcoma', 'Stomach Neoplasms', 'Testicular Neoplasms', 'Trophoblastic Neoplasms']",1,-1,METHOTR TAB 2.5MG MYL 100@,00378001401,2016-09-20,100,1,100,$1.471,$147.13,$147.13
103401,Hydrocortisone,0.025 MG/MG,"['Adrenal Insufficiency', 'Adrenal Hyperplasia, Congenital', 'Colitis, Ulcerative', 'Facial Dermatoses', 'Foot Dermatoses', 'Hand Dermatoses', 'Hemorrhoids', 'Inflammation', 'Leg Dermatoses', 'Pruritus Ani', 'Rheumatic Diseases', 'Scalp Dermatoses', 'Shock', 'Status Asthmaticus', 'Skin Diseases, Eczematous']",1,-1,HYDROCORT OINT 2.5% PERR 20GM@,45802001402,2016-09-13,20,5,100,$0.081,$1.61,$8.05
